user,distance,story
cd8c8376-5c8c-495d-8e9e-755096e0b084,0,malawi
48fd4691-8d02-4944-a741-e0d326b46205,4,malawi
517505e0-4dd5-46cd-bdea-166e74a217ba,0,malawi
48780698-9846-42a2-9d3d-37e0f775c86f,4,malawi
b031f820-3f8e-4e39-9518-a74937ee308f,4,malawi
a09c61ae-d1e7-4458-b64f-575f843ec987,0,malawi
85b4caa8-e6f0-4aed-a92f-22bc655cdf5c,0,malawi
366bfe2b-838a-4c78-8b3a-c7a81bdb00a7,3,malawi
d755c59d-fada-4e57-a354-1c70703acf61,0,malawi
6cdfa4cb-57ee-4593-a010-189e2dafaea9,4,malawi
17c0a15c-7ddc-4429-a446-955d33922ae7,3,malawi
84dd2beb-8789-418b-8fbc-5173828f1172,0,malawi
39cc373c-5d57-469e-8a19-b56a9d1bd009,0,malawi
780027fc-07f7-45d4-93c4-95d4fee3100b,0,malawi
e401cc87-b074-4fdd-aac1-9c95a2ca2db8,0,malawi
d7727717-8e4a-4ac6-8c5f-3310b85295dc,3,malawi
3d4530fc-cdca-4a58-9846-400aeba78d23,0,malawi
2003982c-306a-42aa-865b-d87897417d95,1,malawi
38b04fff-becc-4be6-ba6c-564ca0a8b2b1,0,malawi
b81656e2-b6c5-46eb-8c1e-8a70bdaaac13,1,malawi
4fef7585-fed9-45a7-97fe-5f3102ca13a0,4,malawi
22ed1354-3df0-4337-a4a0-4eedf4858537,4,malawi
dfe3f422-d268-4c56-b99c-dde8c67912d9,0,malawi
032d83b5-0b3f-472b-ac0e-fc968dc85761,0,malawi
884280af-24df-43af-b9e8-b90e850ef78b,2,malawi
47a7dd03-c87d-42c5-b543-67a2bd7b281f,1,malawi
bbb1dc7d-797d-462e-aff8-1637e1f7bf44,0,malawi
da31254f-71e8-45c3-bb68-814cbd9bdca2,0,malawi
6de3b466-fc1e-4094-ab29-2567d8506896,0,malawi
ae7a137b-5759-447d-9f63-21489bdba646,3,malawi
4f838ce1-4028-4676-8f0a-085f868696df,4,malawi
ff06072d-b29c-4d44-872f-b5dd0348f021,0,malawi
22eef013-3d20-4e93-b2ee-2c977577cf3d,1,malawi
7c6bf241-25ed-4c28-bc7c-3e0335e9d6a8,4,malawi
4ec68acb-cf92-46e3-83ff-4b04a38f1046,4,malawi
