user,pre_avg_nec_time,pre_norm_avg_nec_time,pre_std_nec_time,pre_norm_std_nec_time,pre_link_choice_clicked,pre_narrative_element_change,pre_link_choice_ratio
9586879a-9dbc-47d9-a158-eaba303009ce,57.451,0.747,12.276,0.391,7,6,1.167
0c48efe2-dfdb-4847-900c-8e6e8249f96e,28.602,0.34,10.07,0.199,33,6,5.5
762a6e95-d40b-48ca-8978-af5c34e7550d,59.689,0.852,20.993,0.438,6,8,0.75
09aa787b-8337-410c-a576-9aeaafe1f4ec,54.153,0.742,13.619,0.388,8,6,1.333
d4704ec0-8c3b-4515-b03b-9cca619a4592,51.681,0.743,16.068,0.388,5,6,0.833
36d0bd41-213a-4b99-a6ab-a2e4ef9ef461,66.454,0.773,13.074,0.391,12,6,2.0
79e5765a-fde3-4455-ad9a-c89f14a63a7f,57.184,0.777,12.806,0.401,13,6,2.167
a5c4310a-5453-45ba-8392-cd0b484afff6,54.448,0.783,14.181,0.393,8,6,1.333
cbb703cd-6f07-462e-82c6-6d7caa226bee,62.288,0.793,20.017,0.397,5,6,0.833
984960d6-176b-43a9-bde4-216da8e5a950,52.5,0.747,15.226,0.388,6,6,1.0
df65d1b0-f3da-4a7d-9af0-8ab0a6bb97df,54.266,0.78,16.729,0.408,20,6,3.333
0e8525f1-1c60-415c-96e1-f626cbf907f3,58.406,0.768,12.188,0.401,13,6,2.167
5671fea5-499d-4341-8f48-86d253cc8135,53.081,0.762,16.217,0.398,10,6,1.667
9df70a1d-0481-47df-813d-37326d9e09a5,53.479,0.76,14.918,0.391,5,6,0.833
c85c2104-e909-4d2c-861c-ceabf6cb5cee,52.191,0.756,15.995,0.389,5,6,0.833
6f7a3e6d-9155-4306-b178-06bf3696535a,88.976,0.742,65.19,0.39,5,6,0.833
06794613-fe2d-401e-94ad-08a56b4773d3,62.01,0.779,17.41,0.397,6,6,1.0
2090d098-e9b6-4860-9b18-7d6f4af0ffc0,56.339,0.684,24.927,0.43,6,8,0.75
5100bf02-bb84-478a-8f55-ab81947e76de,49.969,0.357,45.872,0.179,16,6,2.667
c8c4da94-1ec2-419d-9d2f-852586d66359,62.364,0.765,15.503,0.389,5,6,0.833
e7a4a2da-6577-4a76-8f08-6fdfc0f4b88f,58.348,0.761,11.861,0.395,6,6,1.0
e18c2b0a-647e-4a8b-9151-e9eff02da2f0,64.663,0.816,16.635,0.431,7,6,1.167
e1abb8c7-368a-4f6f-a517-85644e2f0f1c,62.308,0.804,19.783,0.41,5,6,0.833
27ffc458-160c-4821-87cd-ce6278f427a4,116.176,1.887,107.906,2.266,5,7,0.714
21dff23c-10ee-44e7-a753-8ae1fd127f6b,71.439,0.815,12.729,0.415,12,6,2.0
77a67192-a02f-42e7-9925-04cea956cbb3,57.067,0.761,18.098,0.393,5,6,0.833
1d5e31bf-a4d2-458e-993e-6af98900395b,54.592,0.684,19.166,0.369,6,6,1.0
63146492-869c-432e-b3d3-15eb6f1c9f49,26.158,0.371,13.918,0.346,3,6,0.5
e16a3a44-d3ed-4ca4-9069-a3355bd59293,53.528,0.781,15.613,0.396,5,6,0.833
e5a4e4ef-9b46-4751-bef2-43c632d8cd8e,52.061,0.689,13.764,0.368,5,6,0.833
a8085e4c-1002-4c4d-b8a3-d64d58fc15a4,53.79,0.749,14.032,0.39,17,6,2.833
bd133551-3d7f-4bca-8425-5e2ea4ee50f3,56.102,0.756,13.323,0.396,8,6,1.333
187e92db-d878-48a5-ba9f-2b1f6d810069,81.645,1.112,27.189,0.715,11,8,1.375
1788aa30-f289-4a8b-8840-ddc5f23d5d74,60.007,0.784,11.769,0.402,8,6,1.333
a963d6d3-b306-4545-abab-6f129df29fb5,55.878,0.761,13.337,0.396,5,6,0.833
2eedba85-1968-4e48-b1f9-5edc589c4374,58.385,0.801,10.244,0.401,4,6,0.667
2d438a44-edbb-4be9-a683-185c1828ad2d,36.862,0.486,7.774,0.247,15,6,2.5
e5513ea4-24c2-4ba6-a290-7dba88ec2a6b,53.247,0.726,14.215,0.382,5,6,0.833
bcefc99a-9de1-427e-8940-7640e5e1b1ef,55.573,0.746,18.68,0.388,5,6,0.833
877c875a-68d1-4502-ada5-b757c6468ffe,57.982,0.801,19.041,0.4,4,6,0.667
0593b57c-09e7-483b-8875-bd03b18ced3f,64.625,0.772,13.999,0.394,11,6,1.833
d39ecf0b-a869-430b-a5d1-6afd908861c5,64.864,0.778,14.182,0.396,10,6,1.667
14cbcf17-88ae-4c90-8774-2a83380ceb40,55.237,0.763,14.791,0.401,4,6,0.667
8447dd9c-17f2-4a18-81e3-799be3d82d47,53.776,0.747,14.161,0.391,7,6,1.167
bd5b2df7-d1a5-4497-82b6-b0b40a5ae056,57.301,0.752,13.055,0.395,5,6,0.833
0d6f4ee2-1d4e-47f6-b508-eed57dcc0880,63.215,0.868,19.95,0.45,3,7,0.429
eb176160-688d-4053-902e-ff65e2c90e7e,57.866,0.774,17.39,0.392,3,6,0.5
c29d8524-44bb-49ea-a584-19b05ad9f9a8,60.32,0.675,34.909,0.543,8,6,1.333
f327b440-5a63-4b67-abd2-d7f462176235,265.086,2.883,536.697,5.484,23,22,1.045
0db6b382-c643-4498-b9a9-03015526d6a8,54.475,0.741,13.332,0.389,21,6,3.5
c05c5139-73b9-4062-a1b5-80c1d4739264,54.828,0.763,14.575,0.4,5,6,0.833
8f3e8cef-a8a8-4ec5-a766-639e966b8174,53.718,0.742,13.887,0.388,6,6,1.0
65e98f6d-0832-46c2-9ee2-b1ea0f0165d9,52.369,0.746,15.507,0.389,6,6,1.0
2b60c6b4-b49c-4ed9-a181-3341bf55bb53,56.241,0.748,12.469,0.392,5,6,0.833
a2e87995-9c22-44ca-9ace-c98d9918b827,53.389,0.752,15.134,0.395,7,6,1.167
c76aee90-6dfa-4923-a7c6-1e96dfd160af,39.296,0.522,13.162,0.359,18,6,3.0
1b308d5c-ce22-4ce5-83d1-80a79183c381,53.451,0.66,21.357,0.429,5,6,0.833
43daecba-517d-45f9-ae10-f330674c2691,53.079,0.747,14.736,0.389,6,6,1.0
8da87d45-5feb-48bf-bd82-39f9703e44d6,65.065,0.777,13.942,0.397,10,6,1.667
e6745094-6a7b-4c9b-a181-ea7d839bf86d,53.207,0.747,14.59,0.39,5,6,0.833
cfa4320b-187a-4c1f-b4bd-17960fb083df,15.823,0.224,2.679,0.116,55,6,9.167
9da77cc1-4ded-4485-bf20-8427d4582491,55.554,0.766,12.266,0.389,12,6,2.0
9d0ee62e-aeb3-4ee9-bbc0-d14f84698ea2,54.555,0.763,18.068,0.408,11,6,1.833
35cc580c-f780-4f5d-bbb4-3537b28ad894,58.452,0.801,18.388,0.4,4,6,0.667
2f630fbd-2299-416c-a712-ca8f3d8e9a96,17.598,0.241,5.417,0.147,6,6,1.0
8a0a1637-4cb3-485b-9560-c0ff0f713145,56.062,0.766,13.684,0.402,14,6,2.333
bab1f0ba-07a6-4703-bd96-f2c75c1d1bb9,38.892,0.554,14.0,0.393,11,6,1.833
89ad8f3c-f174-4316-96fc-6a89e15f61b2,55.997,0.757,12.947,0.396,7,6,1.167
d1e4cfc4-a482-4445-bccb-a8c5a0b3348f,60.337,0.805,10.641,0.405,12,6,2.0
2e20a72a-eeb7-4379-9d88-60e643096056,53.507,0.746,14.394,0.392,5,6,0.833
f40a2e43-0272-47cf-ba64-4ca09a96b9cc,23.36,0.362,9.145,0.243,5,6,0.833
4e994ad4-1797-4a5d-8baa-801240f3f765,57.791,0.801,10.817,0.401,13,6,2.167
59de8704-b38b-4fb9-acbe-818cfd35db25,61.818,0.796,14.464,0.401,4,6,0.667
b7049e26-9610-48d7-8dd6-751e1733dd01,33.541,0.438,23.782,0.478,31,6,5.167
cc3fe4c6-1ee5-4af2-a781-11d55b6f3db9,47.671,0.645,13.746,0.386,5,6,0.833
1a73c15c-3c09-40d4-bcb2-9d2cfec5dca6,57.183,0.758,11.463,0.39,10,6,1.667
8357e7bd-3d45-457f-b645-be05718dd47d,133.676,2.039,147.696,2.725,5,6,0.833
5591e5f0-8837-4ef1-b9ed-b073e6c6ffa3,57.632,0.759,12.563,0.395,5,6,0.833
834afec6-a747-490d-9635-1fd10c91c949,63.638,0.868,15.293,0.488,8,6,1.333
7dbaec68-7ff1-4f69-9305-52f5fb725ce2,75.03,0.805,28.553,0.403,4,6,0.667
0ffe87a8-24b3-4f1c-8bc7-7a8b9ef84da5,56.881,0.658,21.205,0.388,11,6,1.833
4184adf1-958d-4abe-af23-0eef7096a6be,57.348,0.746,12.902,0.391,7,6,1.167
0f829605-ae4b-4331-8f81-9acd01efd5c4,55.507,0.751,13.401,0.394,9,6,1.5
83e4ce56-8d2e-4c06-b988-0e29f29ac36a,55.189,0.803,14.519,0.402,5,6,0.833
2b052e98-ad24-46c7-90de-aa068ed09342,54.524,0.765,14.468,0.397,38,6,6.333
56523ec6-ccb3-4002-8bb6-89a1f940e416,55.687,0.814,15.446,0.407,14,6,2.333
e8b8743d-d9cb-4aea-8791-f854dedb1134,62.388,0.781,17.275,0.396,8,6,1.333
ca019a9c-9d26-450a-87ab-a89334e98520,52.275,0.572,29.511,0.464,5,6,0.833
21f45547-a885-4802-ab20-eef6a3bc2819,63.505,0.786,17.208,0.394,5,6,0.833
d5d53d0b-9fe2-4e0b-9a48-6bb9a0c9b577,21.602,0.241,9.487,0.151,7,6,1.167
7c060d13-77bf-4b42-abe2-c9349555f530,36.163,0.509,10.874,0.354,6,6,1.0
a7866242-6461-4eba-92c6-86bcf546afaf,21.365,0.173,15.165,0.117,8,6,1.333
e3f3ec91-2911-4db1-980b-17d38463e346,55.919,0.769,14.282,0.404,10,6,1.667
e9d0d4ec-7265-4c04-8058-c179d2894924,64.106,0.89,35.298,0.552,11,6,1.833
3a6580e5-b4f9-4d59-a614-b420e75d1fe2,53.764,0.742,14.012,0.389,8,6,1.333
91d3e9fa-2562-4408-b41c-6bb4ecd5fbd9,58.221,0.808,11.171,0.404,16,6,2.667
2ff08381-3a46-4a85-9676-6007cb761ede,57.927,0.743,13.002,0.389,6,6,1.0
8a5511ce-2686-4491-9848-873d5951519e,63.847,0.779,15.066,0.394,4,6,0.667
87db8fbd-6df1-492a-bd86-93b1d22fedd3,56.109,0.796,14.924,0.41,21,6,3.5
c5349b10-1063-4134-adf5-8b169c384a7b,53.796,0.753,14.017,0.389,5,6,0.833
38f9e5c3-6419-4a44-bc37-011977b39316,46.199,0.635,5.391,0.351,6,6,1.0
03ef1ea0-439f-47d5-abba-4ac5111f09fd,54.805,0.747,13.243,0.391,4,6,0.667
bd9afd00-f519-46e9-871e-6a5dc7f8fd26,56.666,0.756,12.817,0.397,6,6,1.0
13ffc28a-13d8-41ac-a8a0-4b532ecc2601,44.169,0.461,30.044,0.402,3,6,0.5
41d6fc0b-39dd-4d8b-9832-562ee8f8fb0b,63.735,0.858,17.208,0.434,6,6,1.0
82697023-c9cc-44c2-9752-dcce082a6e96,39.291,0.578,13.783,0.397,5,6,0.833
0f974cb9-1824-4466-951c-b1d05ce5e0a1,55.181,0.762,13.915,0.398,5,6,0.833
c5ef3316-18d6-470d-9895-dade9974b288,55.632,0.754,19.032,0.39,6,6,1.0
f7e5fab9-83c3-4832-a85c-e4b5ff782434,55.411,0.762,13.625,0.398,5,6,0.833
cf59e854-c6f7-4a33-8d95-7392de3527e0,13.087,0.176,3.481,0.112,7,6,1.167
b59a1b22-e907-44ac-9ac7-269740a879bc,58.861,0.767,17.005,0.398,5,6,0.833
09430d54-02df-49ab-9602-ebb7977b4613,56.323,0.755,11.987,0.39,5,6,0.833
f7bf1723-d591-409d-a5b1-d8be5b7e5091,14.491,0.179,3.542,0.128,5,6,0.833
90984847-5741-4052-b4f1-aab6ce0fa032,59.398,0.738,14.387,0.388,5,6,0.833
c3966b96-3b20-440f-b502-5f36b2a75eed,42.664,0.598,8.343,0.33,8,6,1.333
53e9c2ec-e4e3-4f6a-8bb4-c08fca062c53,53.434,0.745,14.253,0.389,8,6,1.333
16ae0f50-c4d3-4033-a113-92129df59e70,59.024,0.754,12.676,0.395,11,6,1.833
d946d856-b635-4f2e-b303-8abd88b2eec8,65.504,0.761,12.976,0.388,8,6,1.333
61e32f0a-6516-4ee8-b8e5-9fafc52864ca,60.383,0.741,14.998,0.388,9,6,1.5
db5ec005-4473-48c2-ad71-2969808123be,54.399,0.763,14.4,0.396,6,6,1.0
bd48127f-02ef-4c10-acca-53aed455b262,54.972,0.779,18.054,0.406,10,6,1.667
d296be93-a0df-438f-9e92-a0a839a3b567,57.737,0.795,14.23,0.41,6,6,1.0
4a944851-81cc-4b95-8545-dac84e071683,50.297,0.575,29.639,0.46,5,6,0.833
326d1a6d-2afa-4ff4-96c7-90ba4dbed88c,53.44,0.744,14.376,0.391,7,6,1.167
366fbd8b-2cee-406e-9a4b-034584144de3,65.042,0.802,18.089,0.401,2,6,0.333
1bbe76e6-bfc0-4ac5-aca7-0062b7df88f1,55.143,0.747,12.968,0.389,5,6,0.833
9eaf76cf-3802-4b2e-b672-00ff4ab13c35,53.686,0.758,15.25,0.397,8,6,1.333
d798d61e-d92d-4e58-8c9f-9216a7c8c63c,51.532,0.744,16.116,0.387,8,6,1.333
c8b538f4-8f32-4ccb-9cf8-74c05ee412cf,61.126,0.785,19.281,0.401,5,6,0.833
86a704ac-b7a8-49cb-bfeb-ddfc527ad615,55.855,0.762,12.188,0.39,5,6,0.833
c2b2061a-0ca9-4c71-9f11-d67a071d126c,60.384,0.778,11.186,0.398,5,6,0.833
a77f8ac0-a7c9-4f5e-8acb-e1870eb0dab9,52.827,0.743,15.127,0.392,6,6,1.0
b4627230-d085-4116-804b-36076b034121,33.954,0.426,29.23,0.345,5,6,0.833
c4860628-ed2f-4ae6-992d-d6d4898aa217,63.29,0.785,16.035,0.399,5,6,0.833
db4124d3-d28f-4d09-bfba-89de38791e2a,63.791,0.773,14.932,0.39,13,6,2.167
56be157f-7eb3-472a-84d4-936986eb321e,55.643,0.746,12.968,0.39,14,6,2.333
7841fe77-f953-4b84-ae08-f0984edba265,52.173,0.746,15.806,0.39,13,6,2.167
73e7fc7e-9017-42c4-ae27-4d8698fee535,53.434,0.746,14.361,0.39,6,6,1.0
1eb4c80d-f729-424f-9e6e-1fa7e164cf98,47.528,0.654,16.835,0.372,5,6,0.833
60a3ebed-e88f-4af9-bbd8-8bc5bcfe25ab,58.868,0.755,17.035,0.399,2,6,0.333
edb3714d-b5c9-425d-8d26-3a5edf78079b,107.748,0.786,79.766,0.401,18,6,3.0
960c767a-c84d-46f5-ada6-a05bec05a367,44.116,0.669,21.222,0.369,6,6,1.0
fcba5676-1d66-411a-a9d7-bcc5a152cc33,66.57,0.814,14.354,0.415,6,6,1.0
67ccc291-3f9b-4752-b6ac-9e4e2592e86f,53.736,0.765,15.703,0.401,5,6,0.833
a57631f1-d0a1-40c8-a88f-31a0b59776d8,54.545,0.75,13.374,0.389,8,6,1.333
87081629-e36c-4fbb-8a3d-91948bd81815,52.587,0.741,15.223,0.39,5,6,0.833
9f7363f3-a3d5-455d-ad5b-fc648c6a343b,62.852,0.507,51.22,0.335,12,6,2.0
bc30ac09-f28e-479e-a1d3-735985a0e04a,82.909,0.885,29.75,0.547,6,10,0.6
9c5aa843-82f6-4b52-8a14-49d2817a2a5d,55.197,0.763,14.187,0.4,7,6,1.167
ef9a958c-c953-47d3-bac7-da67e22c73d3,62.986,0.786,16.959,0.4,7,6,1.167
922a7346-191a-4dcc-a049-0796467c5112,56.712,0.753,13.065,0.395,14,6,2.333
fb19a6b8-ca9e-454d-9cb9-4b570b51402a,54.291,0.747,13.643,0.39,16,6,2.667
6ac72554-7ed3-48ed-ad83-e242e17be186,52.627,0.747,15.25,0.389,11,6,1.833
33db4dcc-2d15-45fa-b826-44b286c2374e,55.817,0.768,14.259,0.403,22,6,3.667
c49f7d22-0973-4641-8c7b-2daedde06821,53.438,0.744,14.214,0.388,8,6,1.333
f3c3b07c-96f6-40da-8590-a0960f59a1ec,60.042,0.762,18.147,0.388,5,6,0.833
752be308-c807-49e3-ba9e-1af238667ea5,57.417,0.748,12.92,0.394,5,6,0.833
249511f0-41d0-4672-a442-898b90d3bece,54.044,0.746,13.656,0.389,14,6,2.333
afdd1e03-8b0d-4ce4-ae6f-e692eb82db22,55.547,0.791,12.973,0.396,6,6,1.0
b11bbe7d-6b4a-40f8-8a3e-697801c386de,52.954,0.746,14.891,0.39,15,6,2.5
c67e49da-c71e-4a3b-9db0-fc8ed4a0e654,55.47,0.769,13.954,0.4,6,6,1.0
2d4712f8-b7ad-43ad-9161-2a1bd9bbf31e,51.151,0.591,30.737,0.47,5,6,0.833
856f128f-23c9-4b2e-9553-4b3632e4d817,53.331,0.698,15.692,0.376,6,6,1.0
fae5c870-fc8b-4a4a-bd2d-f9e00770e46c,59.903,0.8,18.521,0.426,7,7,1.0
73215c01-5241-4133-a9af-687f00dde253,90.96,1.25,10.762,0.63,6,6,1.0
a4585b4f-3099-4f43-9d25-7ff75c42d8b6,62.918,0.763,14.64,0.389,4,6,0.667
46e187a9-ec4d-4e51-a1b0-1513b6fa22de,34.399,0.473,21.676,0.289,5,6,0.833
751c7a49-87d5-47b1-86e6-37db9cef5e35,64.806,0.796,16.633,0.399,8,6,1.333
6e5fddf9-d6b6-44ae-922c-d24b51464e22,57.255,0.777,12.034,0.402,7,6,1.167
61503427-87e6-42ee-9718-382b1466dc02,51.978,0.752,16.857,0.396,5,6,0.833
25130d0a-c75a-4121-8d80-27f18067feef,52.173,0.592,30.162,0.473,12,6,2.0
d9b306f2-3c6f-4662-bf6c-fd3c74da6635,54.694,0.756,14.202,0.396,9,6,1.5
1f813a5c-0457-4486-8bdb-c955947caa64,56.087,0.769,12.814,0.396,5,6,0.833
5191c880-83b7-4dee-a0ab-4ccb4c417978,57.618,0.741,13.087,0.389,6,6,1.0
aa09cf4c-3c7b-4136-a65e-12b42f49b8ca,59.956,0.807,12.225,0.414,16,6,2.667
0e450212-fe62-4a94-8182-10a0f5ed5360,63.896,0.766,14.057,0.39,4,6,0.667
f1e6b7b4-5b20-46ef-8ccf-3b206fd432b3,46.721,0.669,13.137,0.433,16,6,2.667
5a57f950-b0c4-4d2b-858e-bc8d7fe87333,60.773,0.787,15.889,0.406,6,6,1.0
40f6f06b-b9d1-4bbe-ac2f-2b7667cf596b,53.967,0.759,15.105,0.398,10,6,1.667
84d6b7b5-0df6-432a-9d07-71525143e021,56.777,0.753,17.651,0.389,5,6,0.833
c7f1405c-a187-4c28-83e0-ded89dec56ef,56.75,0.759,12.085,0.391,6,6,1.0
46b3e540-0ab5-4938-9d68-e31b17b3e378,57.699,0.784,11.316,0.397,7,6,1.167
4ae8fe9f-a968-4ecf-b2ab-ff9bbc6a67d4,68.728,0.822,21.865,0.434,10,6,1.667
73ff8f59-573f-4f84-a941-b7167762c722,22.064,0.322,10.945,0.182,9,6,1.5
1e1f127d-bd0f-4d14-843e-4355c9c0b340,58.698,0.763,11.166,0.391,6,6,1.0
961eaddc-f1aa-4c57-ac38-00ed5248c11b,74.715,0.798,29.454,0.408,4,6,0.667
74a60778-a9a1-4d21-bb0b-ee4e17110dad,59.625,0.788,12.106,0.408,6,6,1.0
bfe80de8-70c1-4f41-9274-96bbec387326,19.078,0.26,6.258,0.179,10,6,1.667
301a1450-f7be-40f7-882c-9746a01a5311,111.051,1.528,97.017,1.301,6,6,1.0
cf757bed-33d6-4b8b-9c7f-9d5786b57232,58.108,0.787,14.217,0.412,6,6,1.0
e0fa6025-e6c5-4ef5-b605-59e617c46472,45.041,0.628,13.078,0.418,17,6,2.833
ca5cac1b-1838-4227-983a-177c2010e3b3,59.122,0.754,16.186,0.391,9,6,1.5
fd8e2ab2-483e-4126-9690-af85409e4296,60.283,0.765,18.099,0.389,7,6,1.167
e62b415a-42ef-494c-8ecb-af1dbf627929,54.194,0.755,13.574,0.389,6,6,1.0
cbb3f2fc-5a72-43e6-bb43-6a1b694705c2,54.752,0.769,14.906,0.402,5,6,0.833
c52cb7cb-8428-4cd5-95f3-0e8b65c80c89,51.889,0.754,16.391,0.389,6,6,1.0
3438e439-298d-4d41-a25a-debf3b2c7aeb,55.931,0.761,13.482,0.399,18,6,3.0
75b901cf-6168-4893-b4bb-b27a49f9b5e8,253.425,4.26,362.532,6.463,5,6,0.833
0277510c-94b9-4753-a9a4-52a631b7dcc8,70.061,0.801,21.079,0.401,4,6,0.667
0837befc-f738-4f0f-ba92-4496f3910efc,59.588,0.778,12.068,0.399,5,6,0.833
7849b3c6-bda3-4c74-bbf1-cc489f9d7682,49.115,0.628,28.497,0.405,8,6,1.333
197d08e5-74f9-41e3-b24f-77fff348f808,55.361,0.753,19.242,0.388,5,6,0.833
4732151d-12e8-4818-99f5-4b1af796997f,52.497,0.745,15.29,0.389,5,6,0.833
dba79785-e432-4f0b-9a6c-7286fe562ba7,55.081,0.652,26.183,0.407,6,6,1.0
ca496e49-e99b-48a2-8746-f0b8e6e91dd1,60.763,0.765,17.412,0.39,10,6,1.667
8e22b395-8b7e-4764-8cb6-ec5acb472d65,26.646,0.3,8.765,0.222,6,6,1.0
157898f7-eb91-4a22-bd49-89c7b31aa7b5,196.718,0.762,261.103,0.388,9,6,1.5
f0167d4f-31c9-4d65-ae93-26b2bf569fdb,43.388,0.598,15.875,0.437,9,6,1.5
4bf92937-c7f7-4e0c-b383-4772a7d7a454,56.446,0.653,21.733,0.382,6,6,1.0
8a8e983f-7599-4c2d-8309-a75e96b54f18,62.906,0.774,15.682,0.395,11,6,1.833
250822a7-468b-4a6f-b491-530fc04ff0e6,56.459,0.763,12.918,0.4,5,6,0.833
c793bdf4-31d9-4a71-9646-31341820e451,52.51,0.757,16.483,0.396,12,6,2.0
0d8c0b9d-dd08-4c43-8334-b741e2d61a2a,58.78,0.761,17.239,0.373,9,12,0.75
73b83df7-6355-4a6e-aede-6645d620fbf0,70.788,0.956,20.422,0.633,10,6,1.667
2f21a5f0-6bef-4853-9a11-edb483b1a693,60.195,0.761,17.743,0.388,7,6,1.167
1521a2a8-964f-4014-b54b-659432976953,55.791,0.78,13.232,0.397,5,6,0.833
bd07317e-b685-4a58-aee2-381ef214bb3b,56.864,0.754,12.287,0.391,19,6,3.167
5374fcc6-ec3c-4979-b2d0-8e79790d428c,86.379,0.78,48.601,0.408,6,6,1.0
3ad04a78-1981-41df-abc6-3f43dfd762ef,75.193,1.08,25.287,0.636,12,6,2.0
af44dea5-28be-48a4-9738-33d692add99c,62.025,0.781,17.604,0.398,5,6,0.833
7eaafbd0-1727-451c-aaf9-2cff4c4869d9,33.172,0.389,13.943,0.237,20,6,3.333
a7fdd377-ee36-4c2d-aba3-dec0d1adb503,60.158,0.775,11.842,0.401,5,6,0.833
7d83bfa8-b42f-4ec1-8e5f-feeadb7d4278,54.348,0.76,14.749,0.399,26,6,4.333
f2d962c4-7394-429f-aa50-9c77d7c95f36,52.423,0.745,15.306,0.389,5,6,0.833
1afa06ff-618a-49a8-8fa4-e45999f747c4,51.871,0.742,15.888,0.389,5,6,0.833
2eccce35-dce9-4d89-ae60-1ace43d3b123,52.569,0.756,16.609,0.397,5,6,0.833
44837ac4-1893-4a71-a89f-ecc6e37c912e,56.225,0.765,13.042,0.397,5,6,0.833
2190a35a-07c4-47df-afd7-fb463883a83e,52.757,0.59,30.241,0.477,4,6,0.667
887e545b-7026-45b7-af56-47f5965085ef,53.515,0.749,14.239,0.389,8,6,1.333
a55e79c6-08f3-44ed-915e-fe772e7cdca4,57.272,0.743,12.601,0.391,14,6,2.333
e0c3664f-89ec-484e-ba11-e4708d69f479,217.292,0.802,313.353,0.401,5,6,0.833
f4d8c32f-6c57-4dee-9cc7-40bf3ff29ef6,50.075,0.694,17.864,0.413,13,6,2.167
849b3d66-18d4-4a01-a238-d8aff9ad363b,56.723,0.778,12.105,0.395,15,6,2.5
dcbaee1c-4b91-451a-8d22-98b129ebacbe,55.298,0.777,14.502,0.403,6,6,1.0
3f6ce5b5-80a3-492c-a7c2-31857d44d438,62.145,0.773,16.517,0.395,14,6,2.333
4724b093-e99d-490c-a1f6-24887e6ce456,56.85,0.802,15.452,0.419,5,6,0.833
2d713c67-b4b4-4458-98f4-ca82810a1e5c,54.062,0.769,15.142,0.397,5,6,0.833
ff62452a-8466-4193-9e04-c786bc093af4,47.157,0.682,11.482,0.405,16,6,2.667
40ae998b-6d3c-4938-aecd-578dd8531f5c,54.425,0.752,14.341,0.396,8,6,1.333
2b088df1-1854-429e-bff4-98ba77c48548,83.101,1.391,92.419,1.896,7,6,1.167
029c53da-bf08-43a1-93c3-a981226ebf4e,22.105,0.3,11.588,0.185,5,6,0.833
3476bd1c-d84c-46a1-91e7-99bb3801e299,51.437,0.733,15.747,0.384,13,6,2.167
5359e038-6b27-49d3-a2dc-ea354c49e180,60.99,0.763,16.924,0.389,14,6,2.333
73087fbe-8c8c-48f9-bcf7-4ca53bb9e75a,65.216,0.764,15.673,0.386,4,6,0.667
c98fe327-022f-4198-a6b1-621b99e941a7,54.848,0.757,13.724,0.393,7,6,1.167
7f8cdcf6-e871-45b3-9098-2edb46f8be81,63.85,0.782,15.659,0.395,4,6,0.667
6d529912-b84c-4e92-a756-abe03d35f043,59.769,0.801,9.383,0.4,4,6,0.667
45fb1afe-db3d-474b-9c1d-3ded16ef74a2,57.198,0.806,12.401,0.403,5,6,0.833
e2da7733-fda4-45b7-8c30-2d82c8cd9049,52.719,0.745,15.318,0.392,5,6,0.833
2b408d3f-e05a-4679-810b-5f4d8266d5fb,52.968,0.74,14.613,0.388,11,6,1.833
d335852c-6dfa-4e34-9e7c-91776dd3cd3f,53.106,0.748,15.139,0.393,6,6,1.0
4993194a-de67-4a41-aff4-9d5fd4f24c62,60.629,0.767,15.591,0.394,8,6,1.333
9d207ec9-5e37-4443-9e41-9de955679335,60.063,0.801,16.3,0.4,6,6,1.0
12b10ff2-c40f-4b0d-903f-c6ddc27375cf,54.393,0.746,13.517,0.39,5,6,0.833
8bc0e9d0-3fc4-49a7-87f6-0d4eaa6be412,91.942,0.745,71.522,0.389,6,6,1.0
abe76792-921b-4d61-a4ba-e9d478f2a4e9,56.574,0.753,12.336,0.394,5,6,0.833
cef1aacd-cee5-4c85-8302-431d459809f8,42.791,0.475,32.235,0.465,2,6,0.333
96a13049-4eaa-4196-80fe-c550852c8cb7,55.127,0.768,14.389,0.4,8,6,1.333
f7e9b812-b9b2-42b9-897c-c75485d134e1,62.639,0.774,16.045,0.394,8,6,1.333
a28f76b6-d30d-4861-b65d-d5cfda8b9e10,56.191,0.804,13.641,0.402,7,6,1.167
20c9b43d-09fe-46fe-9776-cf14627e7681,72.207,1.007,23.72,0.638,4,8,0.5
dbf7ec92-3cc5-408a-9f60-60b2736b4d19,51.724,0.704,14.797,0.375,10,6,1.667
639b1258-155a-4e58-af82-2096b94b14f2,44.688,0.658,13.969,0.436,13,6,2.167
e4aa3bcc-9858-4dbb-b5e0-72d6d31da22e,54.373,0.738,13.573,0.388,6,6,1.0
8314e362-d1b4-4d9b-a75f-f9c148478843,59.381,0.819,22.386,0.449,21,7,3.0
7839079f-2b58-4bf6-b701-42eecaf82ce1,55.722,0.777,13.556,0.398,5,6,0.833
57e96050-724a-4461-91a9-f54fbf8d6876,64.939,0.802,17.457,0.402,5,6,0.833
3086c563-b583-4ff5-bba5-6f799c41ab6a,80.227,1.287,56.875,1.24,5,6,0.833
b1d5a313-d416-41bb-86ad-03c5ef753d56,55.31,0.748,12.974,0.39,5,6,0.833
b0d87453-8a27-4d26-9da2-062520e87cf8,55.765,0.762,12.939,0.395,11,6,1.833
78187a7c-bc2e-4bf8-b1af-806e5b53bbb6,33.067,0.438,12.38,0.363,5,6,0.833
bc96bd52-b2e7-4a1b-95d8-af51aa49628a,56.299,0.746,12.256,0.39,7,6,1.167
