user,pre_avg_nec_time,pre_norm_avg_nec_time,pre_std_nec_time,pre_norm_std_nec_time,pre_link_choice_clicked,pre_narrative_element_change,pre_link_choice_ratio
750349f1-15e7-4b32-85c3-511f4260cf8f,58.303,0.76,19.326,0.397,9,6,1.5
82ad0dc2-d4e7-41f6-ac83-c439ab542df3,46.341,0.598,28.848,0.344,5,6,0.833
e1e6d21a-7e60-4b65-b4df-206e3e5929b1,59.848,0.762,15.902,0.393,14,6,2.333
d445014e-a3ac-48c8-8ec5-1af7fd11d435,64.094,0.773,14.469,0.395,14,6,2.333
b1331a6f-4320-49c3-b550-cd0f142766e4,61.567,0.777,17.725,0.397,6,6,1.0
1ed87bc2-1a5e-4f29-9c48-7a57310b1ca5,51.944,0.742,15.897,0.39,5,6,0.833
fc28ea02-eabc-41c6-89f6-8a0361c98d15,62.737,0.801,13.796,0.401,3,6,0.5
395879e3-c2f9-40d0-80da-74eaaf59cf22,68.895,0.822,12.89,0.427,4,6,0.667
58332789-f4dd-43d3-b273-25203ddcc062,61.06,0.761,16.596,0.388,15,6,2.5
5338e536-27b2-4939-bb17-af386a6e0a4e,58.502,0.8,10.203,0.4,22,6,3.667
6f86e107-ecdd-49c3-9e74-73d2d3c769ae,58.016,0.808,12.327,0.407,5,6,0.833
f9c8d09b-0ed5-47a1-8cda-51af3500fdae,57.051,0.77,12.4,0.396,5,6,0.833
b59f562b-0c98-489e-b038-d83134acc541,54.02,0.766,15.081,0.397,10,6,1.667
3d24b8b3-3db8-49bc-9c59-e83928e9d797,64.427,0.826,18.166,0.437,5,8,0.625
57dfa308-c1b2-4036-9f63-44c29da69963,43.457,0.508,27.507,0.417,9,6,1.5
a224389a-3adf-408d-a685-8ffc43b5193a,54.631,0.755,13.432,0.391,5,6,0.833
e3bdd1b2-417a-41a5-b195-bdcbc34ad5f8,67.434,0.786,19.67,0.406,7,6,1.167
e2fb7da9-7099-48c1-9dfa-f445aded34fd,52.096,0.743,15.786,0.39,5,6,0.833
804a73ae-bb3a-4246-82c2-aca2ea256de4,48.963,0.665,16.493,0.381,9,6,1.5
beed9fdf-d42a-4f79-95ea-59be31f161e3,52.495,0.744,15.479,0.391,5,6,0.833
6f7ff2ce-847f-401c-b740-a04b82942e76,61.802,0.76,14.958,0.396,5,6,0.833
ba20828d-1f77-412a-9717-50a3413f0c2f,55.842,0.765,12.569,0.392,5,6,0.833
3ad139c3-6c80-469a-9db3-37e3551b31a9,55.92,0.76,11.883,0.387,6,6,1.0
348cea8e-849f-4c4a-9813-b1bbd4c287c3,56.916,0.74,12.938,0.389,5,6,0.833
d1fa89d9-dd46-44a4-a6af-06e9f53e3739,58.406,0.735,21.647,0.421,7,6,1.167
6be0d251-5b5f-4478-893b-0b97e6608932,55.23,0.762,13.939,0.399,8,6,1.333
d6083b87-b305-48e2-aff7-b6afc112176c,52.505,0.757,16.621,0.397,7,6,1.167
e94e028e-a58b-466c-90ff-2cb4fc943047,76.9,0.77,23.419,0.391,11,6,1.833
986b2971-dde6-45ef-8cb4-9a8c6cf153fd,37.195,0.482,15.076,0.336,10,6,1.667
41cf9888-2a26-43a8-aba9-ed9cb160edf3,50.758,0.711,15.721,0.374,28,6,4.667
3cd82d3e-0367-4ecb-908c-8eb2da4b5bf3,53.641,0.754,15.128,0.395,8,6,1.333
453606bf-8a95-4a6f-9cbc-4fb1b0981bf2,54.362,0.76,14.637,0.397,6,6,1.0
b5d1a947-3b59-488c-ba4c-05d2dc4e3e5a,57.725,0.774,18.08,0.396,7,6,1.167
25308f0d-4dde-4bb1-8f38-d5ed0805fa58,56.305,0.774,13.326,0.402,8,6,1.333
cc668d74-a9e3-42e4-8bb2-24b39c2d6e0d,54.94,0.748,12.901,0.389,5,6,0.833
898d7424-ec40-4cad-ab01-7cfa916ea9d3,63.773,0.892,17.297,0.457,4,6,0.667
891e2791-f712-4fc6-bd90-c3befd790162,62.068,0.804,8.943,0.402,6,6,1.0
5230c601-8f69-4ab7-acef-3c72a57b306d,56.841,0.758,13.114,0.397,16,6,2.667
5d8fae5c-adfe-4825-85cc-35551e870957,53.492,0.749,14.332,0.39,5,6,0.833
94d20476-ad22-4d01-9508-1b85542be9f8,54.499,0.754,13.356,0.39,8,6,1.333
2986d53c-ba02-47b3-be9c-60a6d8041b36,60.037,0.802,16.491,0.401,4,6,0.667
c2f3d1b1-7adb-4b27-8573-920624b2e743,56.85,0.796,12.52,0.401,5,6,0.833
3ffc2667-9700-4bea-a11f-667baaef725e,56.336,0.757,12.957,0.395,6,6,1.0
8bf79011-1b59-4326-a8bf-4d6fe16c5e8a,56.183,0.748,12.146,0.389,5,6,0.833
d2166086-bbe6-41f3-94c6-0bc75aec3cc7,53.351,0.765,16.179,0.398,5,6,0.833
e925bdc8-850e-4cea-8ce1-5624c6ca28d2,56.378,0.703,19.726,0.368,5,6,0.833
ee407f12-9ac1-4aba-b264-f5ea5e2bc146,56.803,0.777,13.17,0.403,5,6,0.833
759d4504-a2d6-44e1-b169-4ce089643bc5,52.501,0.745,15.5,0.391,5,6,0.833
cd4d38b2-52c5-4c59-a3cd-57a568f1d7b5,52.108,0.745,15.849,0.39,5,6,0.833
6a5fd6b8-a75a-4b27-a605-2ad880d5a114,60.808,0.774,18.729,0.391,7,6,1.167
ab506bf1-8070-4fae-a769-a1e6f4d793eb,69.883,0.979,13.058,0.562,5,6,0.833
042dfe24-86be-4ba8-bede-ff1d0bf5a049,57.719,0.804,11.526,0.402,6,6,1.0
f9d3e32d-1240-484e-b186-e6b1e7cbba98,61.426,0.765,16.234,0.391,5,6,0.833
865458aa-25b3-4073-875a-50ead9335911,64.119,0.801,19.038,0.401,6,6,1.0
6aa60a04-b6cc-4414-a9fb-89bdd7359cac,49.801,0.569,28.822,0.466,8,6,1.333
2875ed4f-0bbe-4483-a5b7-acd9d606c9f8,211.39,3.507,308.98,5.52,5,6,0.833
ac7b91e7-715d-4956-bda9-6de1ef0bfa6c,59.024,0.763,12.587,0.395,6,6,1.0
256cdf2a-aa77-4545-81c4-725d9eccbc2b,63.639,0.773,14.482,0.394,5,6,0.833
11b70887-ad66-4a9f-947f-aa565eabfbbc,53.629,0.748,14.203,0.391,5,6,0.833
7e6ff943-54c9-4fa4-87f1-79d275ef1d71,64.629,0.912,16.013,0.527,7,6,1.167
acc47be1-098c-4b5c-a913-1f99f80ffc4a,63.113,0.793,16.427,0.411,6,6,1.0
c493faba-5b37-4710-a1d3-f8ce9dc6627e,54.084,0.771,13.72,0.388,5,6,0.833
0e87304c-889b-4555-a75d-1ebbc3d777e4,54.01,0.749,13.368,0.388,6,6,1.0
20ae5f73-121d-4a88-837c-b3ffa09cc8ff,56.64,0.756,18.311,0.392,5,6,0.833
cc4cb248-0283-42dc-9f44-6dc5cb12714e,51.122,0.587,29.415,0.472,4,6,0.667
2195b56d-e1de-44f4-9fc9-3051c3267d88,87.577,0.744,63.065,0.388,7,6,1.167
a67bb7f2-7c61-4dfc-a950-bbed80ee59f9,60.689,0.766,17.727,0.39,6,6,1.0
7bb53fc0-1872-4eb6-ba9c-f278ddf04826,38.739,0.57,25.276,0.389,8,6,1.333
3da9ceb1-5178-4bcc-beb5-92c4fe735380,56.437,0.804,13.333,0.402,16,6,2.667
1a222a86-0860-47c5-8d37-1cd9e7c60bb8,55.905,0.749,18.626,0.39,5,6,0.833
ccc5fa63-e01d-4091-a6cb-bdf4dd79845d,57.808,0.759,12.711,0.396,95,6,15.833
5ecbf0d8-6670-426d-9062-33eec64c44a7,31.649,0.421,16.258,0.238,27,6,4.5
4348606d-5003-43e9-83c0-44e6002768cb,57.849,0.806,11.62,0.403,4,6,0.667
f3e0520f-8012-45f2-a09a-c26f15187aac,59.982,0.759,17.773,0.388,5,6,0.833
bcc83e72-9b1c-47f0-b44c-c2a86ca12176,55.939,0.77,14.213,0.403,9,6,1.5
15475a6c-be50-47d1-b099-713ef1d566c0,54.26,0.757,14.585,0.398,16,6,2.667
51bf9d7d-e08c-42f1-ae0f-ea0ff9397e41,47.235,0.565,28.229,0.46,8,6,1.333
4417b4cb-f606-4242-a9bc-78176c1253cd,52.729,0.736,11.286,0.386,14,6,2.333
7422b473-d799-4d6d-8374-c45177131f86,59.138,0.77,12.394,0.399,5,6,0.833
3324b2e5-169e-4e6e-9242-c095725947bb,312.462,0.802,503.661,0.401,5,6,0.833
1a84f691-4864-450b-9eba-e62dccb08267,58.851,0.814,10.879,0.407,5,6,0.833
d4834747-a699-44c9-a596-f05767e503d8,58.705,0.802,10.018,0.401,4,6,0.667
37252715-e9dc-4e94-ad38-69c26db2343e,62.911,0.833,9.555,0.416,7,6,1.167
2d184d1d-b206-461d-aa79-31ce86852ec4,62.505,0.766,15.546,0.389,17,6,2.833
c2d89a1d-0022-48d5-a34b-c6300352ed48,53.212,0.746,14.474,0.389,4,6,0.667
7ddc39d7-0e44-4686-bf25-886a71f584cc,52.06,0.745,15.754,0.389,6,6,1.0
001685de-99dc-4dae-aa61-97fc4a78ccbc,53.539,0.762,15.397,0.396,5,6,0.833
14d25f87-8470-4268-9cf3-83a0af5f6f89,55.767,0.756,18.843,0.388,6,6,1.0
cf45293c-236d-4bb4-9bd5-3c35c9e246ab,31.414,0.468,13.122,0.356,19,6,3.167
a8be068a-bb23-4959-bc45-5ed792c546e3,56.79,0.772,13.648,0.406,7,6,1.167
14837932-5c1d-4366-920d-f5257de60773,55.924,0.738,13.086,0.389,9,6,1.5
d727864b-27bf-4367-aa74-1694e76ff276,67.457,0.924,22.838,0.549,3,6,0.5
d4941ed0-5c10-4a37-b952-867bca646806,54.302,0.757,14.464,0.396,5,6,0.833
93a2686a-d754-43a9-a4ec-d6bf2b7fde4e,44.256,0.364,34.383,0.201,5,6,0.833
c77f40b6-2e95-4428-8f17-0e5058064ee2,58.195,0.811,11.6,0.405,4,6,0.667
37dcfb5f-85be-4367-ad62-a886ef2893e2,54.06,0.716,19.286,0.374,12,6,2.0
a5385604-49f5-4fe7-9fe4-ddec9c2bf466,21.306,0.306,3.241,0.163,6,6,1.0
1809a0a3-f62a-4a1d-b22c-ccba89d02407,58.043,0.776,10.684,0.391,6,6,1.0
1f3ac729-1c3f-486d-9819-e898d9da6a32,59.886,0.766,18.868,0.389,6,6,1.0
c5564bdc-6ca0-490f-a476-0f1c2e025af6,54.288,0.762,14.548,0.396,6,6,1.0
760f905f-234f-4867-8cfd-f73adf36530d,56.853,0.764,12.922,0.4,5,6,0.833
ca278196-9ed8-48e1-9037-04bb6deb471d,52.96,0.743,14.948,0.391,5,6,0.833
6b79604c-7638-4fdc-b943-d38b243ee615,60.14,0.76,17.67,0.388,16,6,2.667
4ba4c731-ca5c-49fe-a744-99711d44feca,64.07,0.77,15.291,0.397,5,6,0.833
9b1f39c7-d776-420a-b921-e776e0b6319d,58.712,0.845,19.212,0.443,7,6,1.167
550288d9-7e0d-49f4-bcff-fbc213d63aac,149.448,0.775,164.188,0.393,5,6,0.833
6cc00282-7422-4618-8b93-3971a5a43a5f,56.103,0.766,11.774,0.388,7,6,1.167
b211ff5b-9707-437b-a162-c9828b51b13a,20.202,0.294,10.823,0.27,22,6,3.667
17296646-e8c6-4886-ae49-9a6f7cede2f5,45.268,0.605,13.773,0.41,13,6,2.167
b8b58b6f-a79d-44e6-a8a7-b2e051df13df,45.814,0.626,19.342,0.372,10,6,1.667
aa94f6d3-4f0b-4e8a-a2b7-5441323970be,56.144,0.719,12.359,0.373,6,6,1.0
93aad2fb-50a8-4f09-93dc-9de20585ca70,56.144,0.785,16.516,0.416,5,7,0.714
50b388cb-8206-4f4f-99b8-a058cd072ace,60.825,0.763,15.535,0.395,4,6,0.667
221c2ded-9388-47e1-86ba-5cadbd3290b9,52.397,0.742,15.416,0.39,5,6,0.833
652e7516-184c-47b1-8200-80f5f0c201bb,20.98,0.27,6.097,0.158,7,6,1.167
0b8b27eb-ea05-4eee-953a-4cead178c975,62.151,0.791,13.463,0.412,5,6,0.833
d5d075a9-3661-4a28-884a-f1c08cd0bd58,52.738,0.747,15.168,0.39,5,6,0.833
44f962e2-85ff-4a25-a181-00be96198a65,59.571,0.837,10.985,0.423,4,6,0.667
4cbdf953-1165-41fb-8129-f55dc458636f,54.411,0.776,13.739,0.391,7,6,1.167
6acd4434-0785-42ee-bee6-15d38fb49c3e,50.958,0.662,15.392,0.37,6,6,1.0
896422a5-197c-4732-a8d3-ecfdc373f477,55.483,0.75,12.888,0.39,12,6,2.0
9a35eb56-4aa7-41b7-b3b4-1b30bf1f5868,52.857,0.762,16.551,0.398,7,6,1.167
d8399657-f409-48ed-a203-e0aaa20f2c68,53.668,0.744,13.92,0.388,5,6,0.833
5baa8e12-84dd-41b3-9352-203031cc8dc5,53.254,0.732,9.85,0.381,15,6,2.5
844c0db1-6235-488d-b1fd-b7bcdaa374e1,65.425,0.76,12.988,0.388,5,6,0.833
2ed90588-dfa2-4bb4-a53e-832a698cefa8,61.27,0.774,17.695,0.395,23,6,3.833
62cbc352-3089-4c6b-8718-434f8df3d360,53.427,0.76,15.605,0.397,10,6,1.667
471342a5-adf1-4e66-bc0f-8421bd6fb46e,51.694,0.738,15.928,0.388,5,6,0.833
982bf221-a9b3-4f2e-a2ac-ee7d47dca8a2,57.488,0.774,12.866,0.404,9,6,1.5
352f18b4-c8e7-47b2-b7f6-a0086ef37bd0,53.671,0.764,15.507,0.396,5,6,0.833
b88af8f4-d46c-4f49-a65c-919a51988177,51.77,0.742,15.9,0.388,7,6,1.167
63f00583-ec15-4a60-84fa-77f7cac9df8c,65.903,0.749,21.664,0.39,5,6,0.833
7dfdccc1-3e8b-4449-aaa4-5c7b76835742,55.602,0.75,12.469,0.39,6,6,1.0
1f552fcc-1f55-411e-9cbb-fc4ff0bffa8d,55.108,0.77,14.297,0.399,6,6,1.0
b83a7178-b385-41c6-bd01-3640a67660b3,36.232,0.409,28.406,0.372,6,6,1.0
175ee74a-4c93-42bf-b67b-63a7b0b21839,53.491,0.768,16.428,0.402,30,6,5.0
fd03a46f-1d84-4035-938a-cf1cf5e2edfb,52.513,0.741,15.192,0.39,6,6,1.0
be4cae48-1030-4e42-8a82-91b5de267620,52.576,0.748,15.518,0.391,5,6,0.833
febd77e4-2340-460e-98f5-4111e740055d,57.172,0.804,11.752,0.402,6,6,1.0
e0d57bde-02c7-4159-9211-224026449a3a,53.126,0.753,15.415,0.394,20,6,3.333
8467324a-4ac9-465a-9138-a880d8311e51,63.417,0.889,13.863,0.473,6,6,1.0
2070c67d-e502-45b4-ab48-e34001d985c1,52.768,0.747,15.22,0.391,5,6,0.833
929de307-1d79-4239-ae29-da6753eb6ebc,56.11,0.757,18.684,0.39,10,6,1.667
3805aabb-8388-47b5-bfe2-892ccfcc824e,44.166,0.358,31.641,0.25,5,6,0.833
aab28948-a8a7-4bb2-95eb-f4d6e294f74e,54.931,0.764,14.112,0.397,19,6,3.167
b9f767d8-9f01-4a8b-a1be-f1b737e48c0d,60.617,0.727,19.605,0.425,4,6,0.667
9809b245-9335-413c-8be4-af02c77bb9a3,46.283,0.602,18.123,0.368,9,6,1.5
17332949-2a97-417a-9008-6b6d709e5099,53.253,0.757,15.813,0.397,8,6,1.333
ce9be907-9f16-4ae3-be3a-52d6b6c11a46,33.41,0.404,15.929,0.231,5,6,0.833
099be644-1d4b-4971-9bd9-c546336d1c4e,60.235,0.763,17.937,0.389,5,6,0.833
f1e892b6-465d-49fb-811d-ffaa1ca1418b,53.631,0.747,14.042,0.388,5,6,0.833
f7d7f662-c999-4be3-bb0f-2969494dd2cb,64.451,0.806,19.193,0.403,4,6,0.667
7245e4f1-9594-4f6f-9f0d-8147c88d8539,56.626,0.668,15.511,0.36,5,6,0.833
c247b8e6-da3c-49bd-8705-4dd0ed435e11,86.145,0.837,46.872,0.424,7,6,1.167
127094b9-b2ef-4dd4-8c85-60de7cbc8bec,52.181,0.746,15.725,0.389,7,6,1.167
6a4bce68-dcdb-4988-bf09-4d10a35c9f6f,52.744,0.746,15.004,0.389,7,6,1.167
cff8af58-04cc-45b2-9260-a251a4ff1475,55.395,0.762,13.778,0.398,6,6,1.0
d1ba1c23-e5c2-48e0-9eae-9de327a008e3,52.943,0.756,15.212,0.39,7,6,1.167
583a974a-0d90-466d-ab78-a71b6226d7d8,55.279,0.787,16.517,0.416,5,6,0.833
5d79861a-c7f3-4b90-8e8c-2f4bc2e117d6,56.983,0.807,14.521,0.434,7,6,1.167
a547adee-36b7-495f-b97c-90a78b2fb73c,48.213,0.569,28.417,0.462,3,6,0.5
738d7f0e-4e0f-4dac-89ee-448d64a10e3a,55.362,0.773,14.651,0.403,5,6,0.833
a6d1ff20-efcf-4da6-b797-e004de94cecf,53.277,0.744,14.568,0.39,12,6,2.0
254a49fc-4993-44a8-962c-4099384ad3a1,63.817,0.776,15.081,0.395,8,6,1.333
5c4c2190-df12-4ab4-9529-6b749236b202,53.745,0.759,15.169,0.399,6,6,1.0
75afc7f4-22d0-47ca-b9ba-0f9a7886013b,24.75,0.294,9.862,0.19,7,6,1.167
2f7742e6-f940-48ff-a5cc-cb0c684b7d89,51.755,0.74,15.902,0.388,6,6,1.0
aac65f72-74f2-41f9-aec1-5825cf019ece,54.47,0.796,14.97,0.398,7,6,1.167
1448cc9a-574b-4d27-97cb-0c43112b5e65,53.084,0.743,14.585,0.389,5,6,0.833
bd28ecee-add1-46d3-96db-882a2057086d,63.991,0.779,15.189,0.4,7,6,1.167
ccdaced6-7e37-42a9-be19-7319d45cf751,56.717,0.759,17.854,0.388,8,6,1.333
daa19c87-b640-448b-8e2f-abc3fab4a8c1,59.964,0.804,10.207,0.402,4,6,0.667
3114be7a-2e66-42f2-90db-0f157da02fe4,55.845,0.744,12.663,0.388,5,6,0.833
e117d015-4967-4656-b195-80e9e00e7413,49.388,0.673,9.875,0.411,8,6,1.333
5698f8b1-5f2f-4002-8c18-7b6f474ca70c,45.099,0.654,18.897,0.371,5,6,0.833
8b26bdf7-9db9-443d-81b2-fe69c75b565a,66.45,0.849,8.357,0.428,7,6,1.167
56728037-a01f-4c44-a932-a63a3e767845,65.037,0.802,17.993,0.401,4,6,0.667
8fb8624c-5304-4f70-9431-2cb91246ad1f,59.894,0.87,15.37,0.449,5,6,0.833
3a946bed-6d96-444a-b845-ed015cc64737,24.193,0.307,18.2,0.216,6,6,1.0
d386a6ce-9bee-491c-9193-36aeb4836470,58.747,0.809,14.377,0.422,16,6,2.667
ff706b7e-ca5f-49be-83f5-723275e40249,176.051,0.787,231.83,0.398,5,6,0.833
2f79f796-d65f-412e-872c-ef96a26759c0,54.922,0.761,14.044,0.398,5,6,0.833
8be86365-2098-4700-b014-5d5fbd60f4ac,61.447,0.769,17.006,0.393,5,6,0.833
35e93eb0-4f69-4711-bdbc-40620215b1c4,53.274,0.759,15.517,0.395,5,6,0.833
9880e9d3-2caa-48b1-beef-c58a4fadd1cb,247.139,3.236,398.656,5.106,5,6,0.833
9390462f-9d8e-4129-b521-a03345a5b38e,52.458,0.747,15.602,0.391,5,6,0.833
b0f5d41e-787e-474d-9645-49126fe857ba,66.909,0.798,17.766,0.411,10,6,1.667
16df50bc-10a5-466d-a345-4c428e6bea09,55.672,0.802,13.553,0.401,4,6,0.667
5bd2d7d0-2de5-406f-91ac-f98025e660d4,698.377,0.774,1279.153,0.404,8,6,1.333
1baa5646-699b-4995-ae1e-81bc322ed87d,46.636,0.571,11.793,0.336,4,6,0.667
bbefc7ae-c833-4777-95fa-20bc344a4c1b,63.916,0.801,19.314,0.4,2,6,0.333
e4526c71-8907-4a1d-aadf-763a84500660,47.706,0.57,24.746,0.398,7,6,1.167
30f16867-e575-4c60-b253-45481238bdaf,61.396,0.775,17.73,0.396,5,6,0.833
153b3ff0-8c36-4d8d-8207-602cd56b8efb,61.792,0.855,11.355,0.427,5,6,0.833
42bb5ad4-824a-4e02-847f-e4898ab53553,59.842,0.761,15.976,0.394,5,6,0.833
efa9d6b6-8bc7-4f7f-ba93-4d3629098168,64.893,0.749,17.237,0.388,6,6,1.0
2d739d56-645a-4c9d-87be-6df37cea7c9d,53.173,0.753,15.339,0.394,5,6,0.833
0962c66e-1b34-4c73-89d7-2ed44d588ae8,57.559,0.803,11.657,0.402,9,6,1.5
ea912136-d2b5-461d-b804-86201e7e8d00,52.764,0.749,15.886,0.394,5,6,0.833
aea71d9b-f7bd-40ff-a111-734d99524632,45.149,0.653,15.032,0.443,26,6,4.333
2c88c17d-7073-4e8b-b26b-5def1105f432,52.892,0.759,16.345,0.398,8,6,1.333
4762fa89-b255-448a-b89e-7e4d90335537,57.305,0.753,12.033,0.389,6,6,1.0
34cae715-a271-4816-b618-2444c26fca32,72.238,0.967,46.191,0.679,5,6,0.833
4ac7eec3-ef55-4566-a013-4ad44be1db52,55.659,0.762,13.364,0.398,7,6,1.167
bbd34c47-2c2b-4d02-ad49-341b01f29061,135.546,0.77,137.382,0.39,5,6,0.833
f89b279f-c3e5-4fc0-b7fa-73df11cd6f6a,58.495,0.755,16.139,0.388,5,6,0.833
a0b06495-2c07-49a9-9dec-c0f147709e23,57.932,0.767,11.266,0.394,6,6,1.0
296a9f3e-54e2-4940-a907-7318c97e8d53,38.201,0.494,15.594,0.34,21,6,3.5
e693158e-4798-49cb-85c6-185bc36d09e8,56.809,0.803,12.706,0.402,4,6,0.667
c2334053-58c2-4044-bbfc-c0e76c8e4f72,59.95,0.765,18.484,0.39,8,6,1.333
1ca6cfc4-59df-4b4f-8fe2-4667f9628554,56.182,0.615,21.672,0.332,17,6,2.833
bc31fbd7-1811-4945-8946-90da53c47a34,54.839,0.76,13.988,0.396,5,6,0.833
e33be1db-a81a-4c40-9305-625c3a8ca0ad,54.963,0.754,13.937,0.395,5,6,0.833
5a40eaa7-2eeb-4e51-9bb6-ab5830f4c5c1,56.371,0.769,13.876,0.403,5,6,0.833
ba780b82-c1b2-4f6b-800e-2bc7dc265c42,62.786,0.776,16.593,0.395,4,6,0.667
4eb055da-6f05-454f-9f1c-0f70f4e57a62,63.77,0.819,10.566,0.413,5,6,0.833
5dddebac-381c-4456-b610-1a7ce4cecf5c,46.18,0.668,21.213,0.424,4,6,0.667
f7fe94d4-929f-4ace-8df7-8260ccf9b829,52.323,0.749,15.697,0.389,6,6,1.0
61101847-d5b2-4888-a721-1f3a62594b71,59.18,0.772,10.351,0.391,5,6,0.833
fbf47000-1be3-4e6f-a15d-768c393f0ac4,110.395,0.753,105.883,0.389,5,6,0.833
4c42c2df-b86b-400c-857d-e22f3e7c163d,52.065,0.571,29.175,0.46,6,6,1.0
2b1e05d0-6f99-4a98-ad76-a3743b1b1d66,35.722,0.427,12.499,0.329,9,6,1.5
cf021f77-fc1f-4fd5-8e1e-16d7be5e928b,63.929,0.801,19.246,0.4,4,6,0.667
d9143c4c-65bf-4a84-9119-4b2180efb583,69.558,0.796,12.968,0.401,5,6,0.833
f4d9f7c2-59ff-4d0b-be88-845b546389bf,56.718,0.778,12.782,0.398,5,6,0.833
ca414707-d6d3-4a8b-9bba-55b093f8c3bf,31.904,0.41,4.761,0.217,13,6,2.167
dce00090-ed0d-4bf2-a5a5-ff7d86627211,62.29,0.908,27.412,0.519,5,6,0.833
b06573a5-14ab-4609-a502-c0eae33a10e1,55.078,0.606,30.988,0.481,6,6,1.0
10faea36-d618-41d5-a2d8-7fa6ea61087e,63.657,0.78,15.459,0.398,5,6,0.833
0cbf3ff1-9864-47c9-8adb-c954a454c4c0,56.566,0.743,12.464,0.39,17,6,2.833
dfd5bd00-0c76-45ec-b804-4dc7abd093cd,58.56,0.762,12.718,0.397,5,6,0.833
9576cc01-02bc-40a8-a992-b2b55569c178,54.372,0.759,14.824,0.399,6,6,1.0
d5b5d5c3-6a7d-4c12-8be5-05e18d55965c,54.738,0.749,13.747,0.392,5,6,0.833
fcde9779-aa77-4b74-a5c2-a8977755ca56,53.966,0.75,13.743,0.39,7,6,1.167
f6130afa-e30f-4700-bf90-f883a61b93f0,58.112,0.775,18.657,0.4,18,6,3.0
42a235f2-4a46-4e2e-8285-d6502357ec52,46.956,0.625,23.583,0.463,42,6,7.0
499b1147-f2a5-4c93-859f-feb6335bfeca,56.032,0.762,13.215,0.398,6,6,1.0
de2c9752-c6e8-4936-877e-4ffb50f58d78,50.113,0.702,16.183,0.37,5,6,0.833
f7034112-915a-4cfb-bcfd-4c89f2030fd5,112.783,0.765,93.113,0.39,4,6,0.667
bf4c5ca7-9da1-4429-9558-f1d9420f56ec,43.547,0.443,22.296,0.262,6,6,1.0
ea2e311d-6ffb-45f7-926e-dc2be1067a34,55.38,0.721,23.868,0.378,8,6,1.333
518e1526-12b1-4a02-994e-36cbf244e6e3,52.658,0.741,14.89,0.388,5,6,0.833
cf307eb5-331a-428c-9fd2-1f97d4140ebc,52.736,0.74,14.883,0.389,6,6,1.0
7525239f-597b-435a-bf82-f873bc4f08d8,25.617,0.395,14.606,0.337,5,6,0.833
aedb8057-facf-401a-8419-1fb4348a04d1,53.271,0.751,15.056,0.395,6,6,1.0
a030c751-b308-4fc1-bdd3-e3873bc06215,54.761,0.753,13.257,0.393,33,6,5.5
8498d084-45f0-4f1f-ba51-c3f02795b1c8,68.193,0.765,13.248,0.389,10,6,1.667
827e81c5-3fcf-4425-9d4b-bad1158da8bb,57.329,0.764,12.139,0.397,15,6,2.5
8ac01052-56f5-4977-9174-1a2e7e69fa8e,57.388,0.74,13.18,0.39,11,6,1.833
fa854326-8806-440e-87db-dcbaaa0eea0a,66.984,0.795,18.637,0.412,5,6,0.833
2ef081c8-211b-441e-9485-b9553cf017eb,55.735,0.766,13.891,0.4,24,6,4.0
19aa8817-0c6a-4fdf-97ec-d8f95426e34c,64.521,0.791,15.713,0.401,9,6,1.5
8079eb8f-57dd-40c2-ab9a-b1a439e1c967,58.073,0.813,11.988,0.407,5,6,0.833
a67d068a-b77c-47a1-a047-8e57920299cb,55.072,0.749,19.363,0.387,5,6,0.833
0b7027e1-b9a9-4505-8ad9-753443f076a3,59.299,0.782,17.251,0.411,9,6,1.5
2427e8b2-765d-40b8-a30c-2ce7cebbbe2e,55.159,0.777,14.679,0.401,5,6,0.833
d2f894d3-d632-439c-8d4e-62934b05127a,59.553,0.789,12.676,0.412,7,6,1.167
d237c645-5a38-40a3-b8c3-a785de00bd35,54.378,0.766,15.092,0.401,12,6,2.0
7d9fda36-1c8b-40a0-bba4-611b4b75debb,54.392,0.744,13.531,0.391,22,6,3.667
5f3f7a42-b57f-41e2-9cb3-5066636f6784,53.052,0.751,14.909,0.39,5,6,0.833
7e16f0b7-e25d-4a01-b3f6-34eeff3eb813,55.865,0.744,12.817,0.392,5,6,0.833
31db2e82-223d-4403-a1c4-842d7515cb49,421.771,1.021,678.264,0.777,5,6,0.833
9560cf6e-34d1-4acd-aac4-0b70115339a6,32.576,0.397,15.653,0.339,7,6,1.167
2de0febd-5f8a-4a0e-8b18-dd4912294419,66.784,0.849,15.971,0.449,12,6,2.0
8196864b-1c5d-4e66-bca4-31570c3b375f,76.281,0.804,31.115,0.402,6,6,1.0
cc8651be-d2f1-458c-a11e-9135f7c8b7a2,61.546,0.766,16.632,0.389,5,6,0.833
29e27655-6dbd-4b31-81ac-6e0ed3186e2b,54.466,0.752,13.235,0.389,7,6,1.167
24800a16-c1e1-45a2-b3c3-ef12ab50eb0a,54.146,0.762,14.58,0.396,6,6,1.0
60deb25b-9475-4b26-8625-c96cab4fe601,56.518,0.694,18.686,0.353,7,10,0.7
0a0a796d-d604-4317-8cfd-94a412cf0d1b,57.489,0.766,13.121,0.401,9,6,1.5
1d17542d-3337-47e7-9012-0673653294b6,53.431,0.745,14.235,0.389,6,6,1.0
bf3e25d2-1fca-4ec6-ade4-ed522f1156df,53.128,0.746,15.187,0.393,9,6,1.5
